return_preset,wealth_gini_difference_flat_minus_high,top_10_share_difference_flat_minus_high,top_1_share_difference_flat_minus_high,disposable_income_gini_difference_flat_minus_high,shorrocks_difference_flat_minus_high,top_20_persistence_difference_flat_minus_high,seed
baseline_return_heterogeneity,0.016838254138139996,0.004650462270067601,0.0003237215026698076,0.06295890726029207,0.0063750000000000195,-0.03599999999999992,0
high_return_heterogeneity,0.013487959857404919,0.005145545408394292,0.0005347191727941153,0.06295890726029207,0.0003750000000000142,-0.009500000000000064,0
low_return_heterogeneity,0.01804717101699338,0.004220797015931255,0.0001385194671854051,0.06295890726029207,0.02212499999999995,-0.04800000000000004,0
baseline_return_heterogeneity,0.01682550349131562,0.005050650466798201,0.00010539304740149469,0.06302978658782576,0.002375000000000016,-0.02499999999999991,1
high_return_heterogeneity,0.013346044822235559,0.0057152144548049955,0.00010935613663824728,0.06302978658782576,0.0008749999999999591,-0.009499999999999953,1
low_return_heterogeneity,0.018166464869812105,0.004106064693150668,0.0002250898837758003,0.06302978658782576,0.01112499999999994,-0.03700000000000003,1
baseline_return_heterogeneity,0.01666547903492277,0.005436029975738721,0.0001588431035167981,0.06280764416336648,0.015000000000000013,-0.03300000000000003,2
high_return_heterogeneity,0.013494044786779513,0.0060231419092039995,0.00033693407618654025,0.06280764416336648,-0.000500000000000056,-0.013000000000000012,2
low_return_heterogeneity,0.0176950572258896,0.004331999990270119,0.00010119334380215284,0.06280764416336648,0.018000000000000016,-0.04050000000000009,2
